acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z,force,flex
0.6033287101248267,0.17941712204007287,1.0,0.6965174129353234,0.24154589371980673,0.3269961977186312,0.6,1.0
0.5963938973647712,0.17668488160291443,0.9971631205673757,0.6965174129353234,0.24315619967793878,0.33079847908745247,0.6133333333333333,1.0
0.585991678224688,0.1748633879781421,0.9936170212765958,0.6965174129353234,0.24637681159420288,0.3346007604562738,0.6133333333333333,1.0
0.5755894590846047,0.1730418943533698,0.9893617021276594,0.6990049751243782,0.24959742351046696,0.33840304182509506,0.6,0.97
0.5658807212205271,0.16939890710382516,0.9865248226950354,0.7014925373134329,0.251207729468599,0.33840304182509506,0.6,1.0
0.5520110957004161,0.16484517304189436,0.9836879432624113,0.7014925373134329,0.25281803542673104,0.3422053231939164,0.5733333333333334,1.0
0.5374479889042996,0.15755919854280515,0.979432624113475,0.7039800995024876,0.2544283413848631,0.34600760456273766,0.5733333333333334,1.0
0.5270457697642164,0.15118397085610202,0.975886524822695,0.7064676616915423,0.2544283413848631,0.34600760456273766,0.5866666666666667,1.0
0.5145631067961165,0.1429872495446266,0.9730496453900708,0.7089552238805971,0.2544283413848631,0.34600760456273766,0.5866666666666667,0.96
0.5041608876560333,0.13296903460837892,0.9716312056737587,0.7139303482587066,0.25281803542673104,0.34600760456273766,0.5733333333333334,0.95
0.4882108183079057,0.11020036429872498,0.9737588652482269,0.7288557213930348,0.24637681159420288,0.33840304182509506,0.6,0.31
0.48959778085991673,0.10928961748633881,0.9751773049645389,0.7338308457711444,0.24476650563607083,0.33840304182509506,0.6,0.26
0.49237170596393903,0.11020036429872498,0.9787234042553191,0.7388059701492538,0.24315619967793878,0.33840304182509506,0.6,0.18
0.4944521497919556,0.11293260473588344,0.9787234042553191,0.7412935323383085,0.24154589371980673,0.33840304182509506,0.6133333333333333,0.21
0.49583911234396666,0.11475409836065575,0.9780141843971629,0.746268656716418,0.23993558776167467,0.33840304182509506,0.6133333333333333,0.34
0.49930651872399445,0.1174863387978142,0.9787234042553191,0.7512437810945275,0.23832528180354265,0.3346007604562738,0.5866666666666667,0.86
0.5027739251040222,0.12112932604735883,0.979432624113475,0.7537313432835822,0.2367149758454106,0.3346007604562738,0.6,0.87
0.5055478502080444,0.12295081967213115,0.980851063829787,0.7562189054726369,0.2367149758454106,0.3346007604562738,0.6133333333333333,0.88
0.5097087378640777,0.12568306010928965,0.9815602836879431,0.7611940298507464,0.23510466988727854,0.3346007604562738,0.6133333333333333,0.86
0.5124826629680999,0.12932604735883427,0.9822695035460993,0.763681592039801,0.23510466988727854,0.3346007604562738,0.6133333333333333,0.87
0.5159500693481276,0.13296903460837892,0.9829787234042552,0.7686567164179104,0.2334943639291465,0.33079847908745247,0.6266666666666667,0.19
0.5194174757281553,0.13752276867030966,0.9829787234042552,0.7711442786069653,0.2334943639291465,0.33079847908745247,0.64,0.17
0.5242718446601942,0.1429872495446266,0.9843971631205672,0.77363184079602,0.23188405797101444,0.3269961977186312,0.64,0.16
0.5312066574202496,0.14754098360655737,0.9843971631205672,0.7786069651741294,0.23188405797101444,0.3231939163498099,0.64,0.15
0.5575589459084604,0.16484517304189436,0.9907801418439715,0.7860696517412936,0.2334943639291465,0.31178707224334606,0.6666666666666666,0.14
0.5638002773925104,0.16757741347905286,0.9929078014184396,0.7885572139303483,0.2334943639291465,0.30798479087452474,0.68,0.14
0.5707350901525658,0.16939890710382516,0.9950354609929077,0.7910447761194032,0.23510466988727854,0.30798479087452474,0.68,0.22
0.5762829403606102,0.17213114754098363,0.9957446808510637,0.7910447761194032,0.23832528180354265,0.30418250950570347,0.6933333333333334,0.13
0.5790568654646325,0.1730418943533698,0.9964539007092198,0.7935323383084578,0.23993558776167467,0.30418250950570347,0.68,0.13
0.5818307905686546,0.1748633879781421,0.9964539007092198,0.7935323383084578,0.24154589371980673,0.30038022813688214,0.68,0.13
0.5818307905686546,0.17577413479052825,0.9957446808510637,0.7960199004975125,0.24476650563607083,0.30038022813688214,0.6933333333333334,0.13
0.5811373092926491,0.17577413479052825,0.9950354609929077,0.7960199004975125,0.24637681159420288,0.30038022813688214,0.7066666666666667,0.12
0.5790568654646325,0.1748633879781421,0.9936170212765958,0.7960199004975125,0.2479871175523349,0.2965779467680609,0.72,0.13
0.5762829403606102,0.1748633879781421,0.9921985815602835,0.7985074626865672,0.251207729468599,0.2965779467680609,0.7466666666666667,0.12
0.5728155339805826,0.17395264116575593,0.9914893617021275,0.7985074626865672,0.25281803542673104,0.2965779467680609,0.7466666666666667,0.13
0.5693481276005548,0.17213114754098363,0.9907801418439715,0.8009950248756219,0.2544283413848631,0.2965779467680609,0.7733333333333333,1.0
0.5679611650485438,0.17122040072859748,0.9900709219858156,0.8009950248756219,0.25603864734299514,0.2965779467680609,0.7733333333333333,1.0
0.5568654646324549,0.1730418943533698,0.9858156028368792,0.8034825870646767,0.2624798711755233,0.30038022813688214,0.8,0.97
0.5527045769764216,0.17395264116575593,0.9836879432624113,0.8059701492537313,0.26409017713365535,0.30038022813688214,0.7866666666666666,0.98
0.5464632454923717,0.1748633879781421,0.9801418439716312,0.8059701492537313,0.2657004830917874,0.30418250950570347,0.7866666666666666,0.98
0.5409153952843273,0.17668488160291443,0.976595744680851,0.8059701492537313,0.2657004830917874,0.30418250950570347,0.8,0.98
0.536754507628294,0.17759562841530058,0.9737588652482269,0.8084577114427861,0.26731078904991945,0.30798479087452474,0.8,0.98
0.5305131761442441,0.17850637522768675,0.9709219858156029,0.8084577114427861,0.26731078904991945,0.30798479087452474,0.8133333333333334,0.99
0.5256588072122053,0.17941712204007287,0.9687943262411347,0.8084577114427861,0.26731078904991945,0.31178707224334606,0.8133333333333334,0.99
0.5228848821081831,0.1812386156648452,0.9673758865248226,0.8109452736318409,0.26731078904991945,0.31178707224334606,0.8133333333333334,0.99
0.5187239944521498,0.18214936247723135,0.9652482269503545,0.8109452736318409,0.26731078904991945,0.31558935361216733,0.8266666666666667,0.98
0.5145631067961165,0.1839708561020037,0.9631205673758864,0.8109452736318409,0.26731078904991945,0.31558935361216733,0.8266666666666667,0.99
0.5124826629680999,0.18488160291438985,0.9624113475177304,0.8109452736318409,0.26731078904991945,0.31939163498098866,0.8266666666666667,0.99
0.5097087378640777,0.18670309653916212,0.9602836879432622,0.8134328358208956,0.2657004830917874,0.31939163498098866,0.84,0.99
0.5083217753120666,0.18670309653916212,0.9602836879432622,0.8134328358208956,0.2657004830917874,0.31939163498098866,0.84,0.99
0.507628294036061,0.185792349726776,0.9595744680851064,0.8134328358208956,0.2657004830917874,0.31939163498098866,0.84,0.99
0.5083217753120666,0.18488160291438985,0.9602836879432622,0.8159203980099503,0.2657004830917874,0.3231939163498099,0.8533333333333334,0.99
0.515256588072122,0.18488160291438985,0.9638297872340424,0.8184079601990051,0.26409017713365535,0.3231939163498099,0.8533333333333334,1.0
0.5187239944521498,0.19034608378870674,0.9652482269503545,0.8184079601990051,0.26409017713365535,0.3269961977186312,0.84,0.99
0.5208044382801665,0.19034608378870674,0.9652482269503545,0.8184079601990051,0.26409017713365535,0.3269961977186312,0.84,0.99
0.5235783633841886,0.1939890710382514,0.9645390070921985,0.8184079601990051,0.26409017713365535,0.33079847908745247,0.84,1.0
0.5249653259361997,0.19854280510018216,0.9645390070921985,0.8184079601990051,0.2657004830917874,0.33079847908745247,0.8533333333333334,0.99
0.5249653259361997,0.20127504553734063,0.9638297872340424,0.8184079601990051,0.2657004830917874,0.3346007604562738,0.84,0.99
0.5256588072122053,0.2058287795992714,0.9631205673758864,0.8184079601990051,0.2657004830917874,0.3346007604562738,0.84,0.99
0.5249653259361997,0.20947176684881605,0.9624113475177304,0.8184079601990051,0.26731078904991945,0.33840304182509506,0.84,0.99
