acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z,force,flex
0.5735090152565882,0.3415300546448088,0.8695035460992907,0.6417910447761195,0.2930756843800322,0.30418250950570347,0.0,1.0
0.5617198335644938,0.34517304189435344,0.8687943262411346,0.6442786069651741,0.2930756843800322,0.30418250950570347,0.0,1.0
0.5520110957004161,0.34881602914389803,0.8695035460992907,0.6492537313432836,0.2914653784219001,0.30038022813688214,0.0,1.0
0.5457697642163661,0.3524590163934427,0.8709219858156029,0.6517412935323385,0.2914653784219001,0.2965779467680609,0.0,1.0
0.5395284327323162,0.3533697632058288,0.8737588652482269,0.6567164179104478,0.2914653784219001,0.2965779467680609,0.0,1.0
0.5346740638002774,0.35428051001821503,0.8751773049645389,0.6616915422885573,0.2914653784219001,0.29277566539923955,0.0,1.0
0.5319001386962552,0.35701275045537345,0.8773049645390071,0.664179104477612,0.2914653784219001,0.29277566539923955,0.0,1.0
0.5305131761442441,0.36247723132969045,0.879432624113475,0.6666666666666666,0.2930756843800322,0.2889733840304183,0.0,1.0
0.5284327323162274,0.3642987249544627,0.879432624113475,0.6691542288557214,0.2930756843800322,0.28517110266159695,0.0,1.0
0.5263522884882109,0.3670309653916212,0.8773049645390071,0.6716417910447763,0.2946859903381642,0.28517110266159695,0.0,1.0
0.5256588072122053,0.3706739526411658,0.8758865248226949,0.6741293532338309,0.2946859903381642,0.28517110266159695,0.0,1.0
0.5242718446601942,0.38433515482695824,0.8652482269503545,0.6840796019900498,0.2962962962962962,0.27756653992395436,0.0,1.0
0.5228848821081831,0.3861566484517305,0.8631205673758864,0.6865671641791045,0.2962962962962962,0.2737642585551331,0.0,1.0
0.521497919556172,0.38797814207650283,0.8609929078014184,0.6865671641791045,0.2962962962962962,0.26996197718631176,0.0,1.0
0.5201109570041609,0.3897996357012751,0.8595744680851064,0.6890547263681592,0.29790660225442833,0.2623574144486692,0.0,1.0
0.5180305131761442,0.39162112932604737,0.8581560283687942,0.691542288557214,0.29790660225442833,0.25855513307984795,0.0,1.0
0.5166435506241331,0.3934426229508197,0.8567375886524822,0.691542288557214,0.29790660225442833,0.25475285171102663,0.0,1.0
0.5131761442441054,0.39617486338797825,0.85531914893617,0.691542288557214,0.29790660225442833,0.25095057034220536,0.0,1.0
0.5104022191400832,0.39890710382513667,0.852482269503546,0.6940298507462688,0.29951690821256033,0.24714828897338406,0.0,1.0
0.5062413314840499,0.4043715846994536,0.8489361702127658,0.6940298507462688,0.29790660225442833,0.24334600760456276,0.0,1.0
0.5027739251040222,0.40801457194899826,0.8468085106382978,0.6940298507462688,0.29790660225442833,0.23954372623574147,0.0,1.0
0.4979195561719834,0.41256830601092903,0.8439716312056735,0.6940298507462688,0.29790660225442833,0.23574144486692017,0.0,1.0
0.4916782246879335,0.4171220400728598,0.8425531914893616,0.6940298507462688,0.29790660225442833,0.2319391634980989,0.0,1.0
0.4861303744798891,0.4234972677595629,0.8404255319148936,0.6940298507462688,0.2962962962962962,0.2281368821292776,0.0,1.0
0.47711511789181693,0.43169398907103834,0.8382978723404255,0.6940298507462688,0.2946859903381642,0.2243346007604563,0.0,1.0
0.46740638002773927,0.43715846994535523,0.8354609929078014,0.6940298507462688,0.2930756843800322,0.2167300380228137,0.0,1.0
0.4327323162274619,0.45537340619307837,0.8234042553191488,0.691542288557214,0.2834138486312399,0.19391634980988595,0.0,1.0
0.4264909847434119,0.45992714025500914,0.8198581560283686,0.6890547263681592,0.27858293075684376,0.18631178707224338,0.0,1.0
0.4230235783633842,0.46539162112932614,0.8191489361702128,0.6865671641791045,0.27536231884057966,0.1787072243346008,0.0,1.0
0.42024965325936203,0.4681238615664846,0.8184397163120566,0.6840796019900498,0.27053140096618356,0.1711026615969582,0.0,1.0
0.4188626907073509,0.4699453551912569,0.8198581560283686,0.6840796019900498,0.26731078904991945,0.16349809885931563,0.0,1.0
0.41747572815533984,0.4699453551912569,0.8219858156028368,0.6791044776119404,0.26409017713365535,0.15589353612167303,0.0,1.0
0.41400832177531205,0.4690346083788708,0.8248226950354608,0.6766169154228856,0.2608695652173913,0.15209125475285173,0.0,1.0
